,date,contributors,total_changes
133,2023-02-28 00:00:00+00:00,210,233888
134,2023-03-31 00:00:00+00:00,245,215447
135,2023-04-30 00:00:00+00:00,227,207075
136,2023-05-31 00:00:00+00:00,242,172200
137,2023-06-30 00:00:00+00:00,242,219989
138,2023-07-31 00:00:00+00:00,211,194120
139,2023-08-31 00:00:00+00:00,265,264679
140,2023-09-30 00:00:00+00:00,230,434550
141,2023-10-31 00:00:00+00:00,238,163980
142,2023-11-30 00:00:00+00:00,255,345590
143,2023-12-31 00:00:00+00:00,211,195405
144,2024-01-31 00:00:00+00:00,228,137796
145,2024-02-29 00:00:00+00:00,230,157278
146,2024-03-31 00:00:00+00:00,254,133498
147,2024-04-30 00:00:00+00:00,265,310301
148,2024-05-31 00:00:00+00:00,261,970544
149,2024-06-30 00:00:00+00:00,257,317662
150,2024-07-31 00:00:00+00:00,256,260002
151,2024-08-31 00:00:00+00:00,292,272766
152,2024-09-30 00:00:00+00:00,249,212033
153,2024-10-31 00:00:00+00:00,254,212728
154,2024-11-30 00:00:00+00:00,264,199107
155,2024-12-31 00:00:00+00:00,231,704860
156,2025-01-31 00:00:00+00:00,238,463802
